language_code,text_reviews_count,average_rating,description,authors,publication_year,book_id,ratings_count,work_id,title,title_without_series,isbn,isbn13,image_url
eng,29,3.99,"Students will have oodles of fun building essential reading skills with rib-tickling versions of beloved fairy tales turned into read-aloud plays! Even your most reluctant readers won't be able to resist these hilarious twists on their favorite tales-- Spiderella, Goldilocks and the Three Bullfrogs, The Popsicle Boy, Little Late Riding Hood, The Cheetah and the Sloth, Rafunzel and many more! Plus: Each play comes complete with instant discussion starters, vocabulary boosters, imaginative writing prompts, and a brief history of the fairy tale. For use with Grades 2-4.","[{'author_id': '5013883', 'role': ''}]",2002.0,156798,115,151310,12 Fabulously Funny Fairy Tale Plays,12 Fabulously Funny Fairy Tale Plays,0439153891,9780439153898,https://images.gr-assets.com/books/1328869084m/156798.jpg
eng,2,3.83,,"[{'author_id': '133257', 'role': ''}]",1978.0,566396,25,553502,The Bobbsey Twins' Search for the Green Rooster,The Bobbsey Twins' Search for the Green Rooster,0448180588,9780448180588,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,32,4.19,"Middle-grade adventure readers will love this fresh take on classic pirate tropes. Fans of Percy Jackson and The Chronicles of Egg will enjoy Dean Seaborne's adventures on the sea.
Dean Seaborne is thrown off his ship by the Pirate King and given one last chance to redeem himself before he meets Davy Jones's locker. He has to spy on the Pirate King's biggest rival, Gentleman Jack Harper, and find the treasure hidden on the mysterious island of Zenhala.
Once on Zenhala, Dean finds that the inhabitants of the island think he is the lost prince who went missing 13 year ago. In order to fulfill his mission for the Pirate King, Dean undergoes intense and fantastical trials to prove he is the lost prince. But the longer Dean stays on the island, the more he questions his mission.","[{'author_id': '3180076', 'role': ''}]",2015.0,22915617,118,42481783,The Lost Prince,The Lost Prince,160684525X,9781606845257,https://images.gr-assets.com/books/1410802104m/22915617.jpg
en-US,4,4.03,"Here are twelve Greek myths, retold in an accessible style and magnificently illustrated with classic elegance. Full color.","[{'author_id': '578', 'role': ''}, {'author_id': '277359', 'role': 'Illustrator'}]",1989.0,1807847,44,76890,Favorite Greek Myths,Favorite Greek Myths,0590413392,9780590413398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,3.77,"The Road to Oz is the fifth adventure in the magical Land of Oz.
In order to help the lovable, ever-wandering Shaggy Man, Dorothy and Toto must journey through magical and mysterious lands. Soon the three are joined by a lost lad named Button-Bright and the beautiful young Polychromethe Rainbow's Daughter. With magic at work and danger about, these new friends must journey through cities of talking beasts, across the Deadly Desert into the Truth Pond, and through many other strange and incredible places before they can reach the Emerald City.
Along the way, Dorothy and her companions encounter a whole new assortment of fantastic and funny characters--the crafty King Dox of Foxville, the magical donkey King Kik-a-bray, the terrible bigheaded Scoodlers, and Johnny Dooit (who can do anything)--along with old friends Jack Pumpkinhead, Tik-tok, Billina, and, of course, the Tin Woodman, the Cowardly Lion, the Scarecrow, and the wonderful Wizard himself.
~~ Includes all the original illustrations (over 130) by John R. Neil, and an all new preface by Oz expert and Eltanin Publishing editor J.C. Nusbaum. ~~","[{'author_id': '3242', 'role': ''}]",2011.0,14761637,8,1038552,"The Road to Oz (Oz, #5)","The Road to Oz (Oz, #5)",,2940013852549,https://images.gr-assets.com/books/1338784471m/14761637.jpg
en-US,10,4.22,,"[{'author_id': '8161', 'role': ''}, {'author_id': '70868', 'role': 'Illustrator'}]",1994.0,6085469,28,1920777,John Henry,John Henry,0803716079,9780803716070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,2,3.88,Book 29 in The Wizard of Oz,"[{'author_id': '33936', 'role': ''}, {'author_id': '3242', 'role': ''}]",1986.0,413466,94,402694,The Wishing Horse of Oz (Book 29),The Wishing Horse of Oz (Book 29),0345337069,9780345337061,https://images.gr-assets.com/books/1277961958m/413466.jpg
eng,1,4.0,"When Rose marries a handsome prince, her stepmother and stepsister plot to destroy her happiness.","[{'author_id': '6377', 'role': ''}, {'author_id': '1909538', 'role': 'Illustrator'}]",1987.0,4584947,5,4634376,The Stepsister,The Stepsister,0803704305,9780803704305,https://images.gr-assets.com/books/1427424699m/4584947.jpg
eng,24,3.95,"THE TWITS
How do you outwit a Twit?
Mr. and Mrs. Twit are the smelliest, nastiest, ugliest people in the world. They hate everything--except playing mean jokes on each other, catching innocent birds to put in their Bird Pies, and making their caged monkeys, the Muggle-Wumps, stand on their heads all day. But the Muggle-Wumps have had enough. They don't just want out, they want revenge.
THE MINPINS
Little Billy strays into the forest, where he meets the Minpins?tiny people who live within the trees. The Minpins tell Billy about The Gruncher, who preys on them. So Billy embarks on a mission to rid the Minpins of their foe once and for all, and sets off?on the back of a swan?to confront The Gruncher.
THE MAGIC FINGER
What happens when the hunter becomes the hunted?
To the Gregg family, hunting is just plain fun. To the girl who lives next door, it's just plain horrible. She tries to be polite. She tries to talk them out of it, but the Greggs only laugh at her. Then one day the Greggs go too far, and the little girl turns her Magic Finger on them. When she's very, very angry, the little girl's Magic Finger takes over. She really can't control it, and now it's turned the Greggs into birds! Before they know it, the Greggs are living in a nest, and that's just the beginning of their problems....","[{'author_id': '4273', 'role': ''}, {'author_id': '4468597', 'role': 'Reading'}, {'author_id': '594944', 'role': 'Reading'}]",2013.0,17465486,125,24362227,"The Twits, the Minpins & the Magic Finger","The Twits, the Minpins & the Magic Finger",1611761875,9781611761870,https://images.gr-assets.com/books/1375061720m/17465486.jpg
eng,8,4.26,,"[{'author_id': '3510823', 'role': ''}]",1975.0,4537198,109,4586463,Button Soup,Button Soup,0394825624,9780394825625,https://images.gr-assets.com/books/1302540904m/4537198.jpg
eng,17,3.76,A book about stealing.,"[{'author_id': '55466', 'role': ''}]",2014.0,21481352,49,40807416,The Golden Plate,The Golden Plate,0735841756,9780735841758,https://images.gr-assets.com/books/1400836647m/21481352.jpg
eng,3,4.22,"""Buti mylimam - pats nuostabiausias jausmas. Tai suteikia saugumo, silumos ir pojuti, kad esi kitam brangus.""
Australu autores ir iliustruotojos Treises Moronei (Trace Moroney) ugdomosios paveiksleliu knygeles apie jausmus skirtos 2-7 vaikams ir ju teveliams. Mielos, siltos iliustracijos perteikia vaiko ir jo artimuju kasdienes situacijas, kviecia tapatintis su zuikuciu ir jo seima, kuris, kaip ir mazieji, pyksta, dziaugiasi, liudi, pavydi, myli...
Ka reiskia ivairios emocijos ir jausmai? Ar pykti, pavydeti yra blogai? Kada pykstame? Dziaugiames? Jauciames mylimi?.. Ka reiskia buti geram ne tik kitiems, bet ir sau?
Sie ir panasus klausimai rodo, kad kalbeti apie jausmus ir juos suprasti, ne tik atpazinti, yra svarbu. Jausmai ir emocijos kuria santyki, lemia poelgius ir sprendimus. Gebejimas pazinti, suprasti save ir salia esantiji ugdo empatija, pagarba, savigarba, leidzia augti atvirai ir pasitikinciai asmenybei.","[{'author_id': '374378', 'role': ''}]",2007.0,7194831,28,7802476,When I'm Feeling Loved,When I'm Feeling Loved,1741783569,9781741783568,https://images.gr-assets.com/books/1332182796m/7194831.jpg
eng,47,3.92,"Called ""A new Narnia for the tween set"" by the New York Timesand perfect for fans of the His Dark Materials series, The Emerald Atlasbrims with humor and action as it charts Kate, Michael, and Emma's extraordinary adventures through an unforgettable, enchanted world.
These three siblings have been in one orphanage after another for the last ten years, passed along like lost baggage.
Yet these unwanted children are more remarkable than they could possibly imagine. Ripped from their parents as babies, they are being protected from a horrible evil of devastating power, an evil they know nothing about.
Until now.
Before long, Kate, Michael, and Emma are on a journey through time to dangerous and secret corners of the world...a journey of allies and enemies, of magic and mayhem. And--if an ancient prophesy is correct--what they do can change history, and it is up to them to set things right.
From the Hardcover edition.","[{'author_id': '4766257', 'role': ''}, {'author_id': '123344', 'role': 'Narrator'}]",2011.0,9492192,114,13490451,The Emerald Atlas (The Books of Beginning #1),The Emerald Atlas (The Books of Beginning #1),0307879763,9780307879769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,2,3.94,"Bowser the Hound isn't very clever -- certainly not as clever as Old Man Coyote, who's full of tricks! There's one thing, though, that Bowser's really good at, and that's pursuing someone who'll give him a long, hard run. Actually, he'll go without eating just for the pleasure of chasing Reddy and Granny Fox or Old Man Coyote.
One day, Bowser gets more than he bargained for when Old Man Coyote decides to lead him on a long chase, just for fun, and make Bowser run and run. In fact, Bowser runs out of the forest and the old pasture until he's so far from home, he feels as if he is in another country. But with the help of Blacky the Crow and other friends, Bowser finally gets even with the old coyote.
Young readers and nature lovers of all ages will love this appealing story of exciting animal life in the Green Forest.","[{'author_id': '5732', 'role': ''}, {'author_id': '17104', 'role': 'Illustrator'}]",2010.0,1258005,72,1596005,Bowser the Hound,Bowser the Hound,0486428478,9780486428475,https://images.gr-assets.com/books/1328865527m/1258005.jpg
eng,986,4.45,"Max was interested in helping children understand their value - not from the world's perspective, but from God's. Wemmicksville is a land created by Eli, the ""God"" figure of the story. He creates each Wemmick in Wemmicksville uniquely, each with its own look and personality. Each story and video is a new adventure with the citizens of Wemmicksville. Punchinello is the central character, along with his friends Lucia, Splint, and Chip. When Punchinello strays from Eli, he begins to have problems. Only when Punchinello stays close to Eli does he clearly see how to walk through his life in Wemmicksville.
In this heartwarming tale, Eli helps Punchinello understand how special he is-no matter what other Wemmicks may think. Children will learn a vital lesson-regardless of how the world sees them, God loves each of them just as they are.","[{'author_id': '2737', 'role': ''}]",2004.0,56728,41780,900984,"You Are Special (Wemmicksville, #1)","You Are Special (Wemmicksville, #1)",1859855423,9781859855423,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
